// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 0080021020
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Enabled, Position/Velocity Smoother Enabled, Continuous Zero Rotation Update Enabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter,SampleTimeFine,UTC_Nano,UTC_Year,UTC_Month,UTC_Day,UTC_Hour,UTC_Minute,UTC_Second,UTC_Valid,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
40242,12179215,609359276,2020,11,10,7,36,59,0,-0.319023,0.010160,9.858051,0.001473,0.010375,-0.071073,0.951753,-1.707023,37.318367,31.316904935,121.237780032,15.671869,5.485585,6.298501,0.049620
40243,12179315,619359276,2020,11,10,7,36,59,0,-1.056681,-0.001992,9.715157,-0.019769,0.007268,-0.066864,0.946216,-1.696657,37.277802,31.316905505,121.237780574,15.671641,5.474765,6.294302,0.047841
40244,12179415,629359276,2020,11,10,7,36,59,0,-0.046153,-0.782995,9.811630,-0.031006,-0.029424,-0.060128,0.928068,-1.707800,37.237835,31.316906074,121.237781114,15.671394,5.469953,6.288172,0.046519
40245,12179515,639359276,2020,11,10,7,36,59,0,-0.250560,-1.776011,9.697783,-0.036675,-0.012322,-0.076337,0.905958,-1.715164,37.196690,31.316906642,121.237781655,15.671129,5.473564,6.276761,0.044750
40246,12179615,649360276,2020,11,10,7,36,59,0,-0.422609,-1.802596,9.713605,0.012169,0.004480,-0.084971,0.903761,-1.716699,37.151833,31.316907209,121.237782196,15.670859,5.478486,6.260194,0.041722
40247,12179715,659360276,2020,11,10,7,36,59,0,-0.132799,-0.718685,9.718798,0.013972,0.009652,-0.077625,0.914084,-1.713551,37.097214,31.316907774,121.237782738,15.670567,5.479671,6.251201,0.040260
40248,12179815,669360276,2020,11,10,7,36,59,0,-0.785069,-0.415188,9.562564,0.003927,0.050839,-0.087371,0.918309,-1.689651,37.045677,31.316908339,121.237783280,15.670274,5.474361,6.243340,0.036619
40249,12179915,679360276,2020,11,10,7,36,59,0,-0.303952,-0.072320,9.783565,0.007213,-0.012377,-0.084725,0.919830,-1.682370,36.993832,31.316908902,121.237783821,15.669962,5.467656,6.238160,0.034532
40250,12180015,689360276,2020,11,10,7,36,59,0,-0.507970,-1.105568,9.754663,-0.037158,0.028571,-0.072537,0.904164,-1.678092,36.952061,31.316909465,121.237784362,15.669650,5.463683,6.233423,0.034164
40251,12180115,699360276,2020,11,10,7,36,59,0,-0.628058,-1.466989,9.706380,-0.007862,-0.004292,-0.090779,0.892734,-1.664955,36.898262,31.316910026,121.237784903,15.669334,5.462919,6.217841,0.031405
40252,12180215,709360276,2020,11,10,7,36,59,0,-0.151874,-1.122700,9.706044,0.033539,-0.004226,-0.098892,0.899610,-1.672749,36.845688,31.316910586,121.237785444,15.668990,5.465642,6.205029,0.028502
40253,12180315,719360276,2020,11,10,7,36,59,0,-0.462838,-0.778180,9.455427,-0.011663,0.014148,-0.075705,0.900226,-1.669674,36.795635,31.316911145,121.237785986,15.668653,5.463083,6.199870,0.026623
40254,12180415,729360276,2020,11,10,7,36,59,0,-0.809560,-0.440507,9.651952,0.001579,0.045647,-0.103696,0.900073,-1.644630,36.737442,31.316911703,121.237786527,15.668260,5.457167,6.189786,0.021897
40255,12180515,739360276,2020,11,10,7,36,59,0,-0.263695,-0.226737,9.872435,-0.014067,-0.008395,-0.090091,0.895668,-1.644560,36.688145,31.316912261,121.237787068,15.667878,5.451999,6.185318,0.021404
40256,12180615,749360276,2020,11,10,7,36,59,0,-0.912177,-1.363691,9.399930,-0.033139,0.017201,-0.101271,0.874059,-1.635533,36.641079,31.316912817,121.237787609,15.667489,5.447428,6.175110,0.017687
40257,12180715,759360276,2020,11,10,7,36,59,0,-0.237592,-0.760966,9.957281,-0.004882,0.001038,-0.084607,0.868067,-1.629930,36.581966,31.316913372,121.237788149,15.667028,5.446052,6.165369,0.015063
40258,12180815,769360276,2020,11,10,7,36,59,0,-0.658721,-0.874239,9.797483,-0.017847,0.016174,-0.085670,0.856299,-1.625152,36.530930,31.316913926,121.237788690,15.666631,5.444090,6.156989,0.014939
40259,12180915,779360276,2020,11,10,7,36,59,0,-0.801977,-0.412854,9.974875,-0.001010,0.004397,-0.098570,0.850820,-1.619441,36.473370,31.316914479,121.237789230,15.666225,5.437609,6.147073,0.014237
40260,12181015,789360276,2020,11,10,7,36,59,0,-0.521176,-0.274998,9.940888,-0.029650,-0.035512,-0.079638,0.838560,-1.626215,36.422215,31.316915031,121.237789769,15.665867,5.429924,6.142777,0.015744
40261,12181115,799360276,2020,11,10,7,36,59,0,-0.523386,-1.497633,9.499886,-0.045958,-0.004782,-0.081663,0.811963,-1.635184,36.374863,31.316915582,121.237790309,15.665472,5.427296,6.133575,0.012633
40262,12181215,809360276,2020,11,10,7,36,59,0,-0.568042,-0.816628,9.990578,-0.019582,0.018617,-0.106487,0.800622,-1.628116,36.312641,31.316916132,121.237790848,15.665060,5.426364,6.120794,0.010605
40263,12181315,819360276,2020,11,10,7,36,59,0,-0.529286,-0.937239,10.140695,-0.017251,-0.004448,-0.095937,0.786147,-1.625793,36.258755,31.316916681,121.237791388,15.664699,5.423312,6.110220,0.012483
40264,12181415,829360276,2020,11,10,7,36,59,0,-0.726387,-1.045406,10.065087,-0.017431,-0.003253,-0.106543,0.773050,-1.625176,36.199333,31.316917228,121.237791927,15.664376,5.419607,6.099653,0.014165
40265,12181515,839360276,2020,11,10,7,36,59,0,-0.918107,0.018425,10.118667,-0.025782,-0.005625,-0.081341,0.766978,-1.627769,36.140553,31.316917775,121.237792466,15.664036,5.411234,6.093546,0.015967
40266,12180618,749665276,2020,11,10,7,36,59,0,,,,,,,,,,,,,,,
40267,12180618,749665182,2020,11,10,7,36,59,0,,,,,,,,,,,,,,,
40268,12181615,849360182,2020,11,10,7,36,59,0,-0.363432,-0.422075,10.065172,-0.036767,-0.014901,-0.086971,0.746756,-1.637753,36.089470,31.316918320,121.237793004,15.663719,5.404018,6.087874,0.017114
40269,12181715,859360182,2020,11,10,7,36,59,0,-0.760778,-1.266283,10.171766,-0.036511,0.017186,-0.097963,0.721015,-1.631162,36.036495,31.316919142,121.237793826,15.663451,5.400299,6.073426,0.020360
40270,12181815,869360182,2020,11,10,7,36,59,0,-0.667527,-1.267873,10.347304,-0.029854,-0.004967,-0.086443,0.702262,-1.629959,35.980701,31.316919695,121.237794368,15.663094,5.397448,6.061146,0.024995
40271,12181915,879360182,2020,11,10,7,36,59,0,-0.573140,-1.277964,10.131113,-0.007567,-0.011203,-0.110875,0.693824,-1.633829,35.922279,31.316920247,121.237794909,15.662761,5.396335,6.046585,0.027732
40272,12182015,889360182,2020,11,10,7,36,59,0,-0.550604,-0.719062,9.853183,-0.005665,0.002524,-0.100613,0.690729,-1.637961,35.859329,31.316920797,121.237795451,15.662484,5.394001,6.037843,0.028631
40273,12182115,899360182,2020,11,10,7,36,59,0,-0.776934,-0.569963,9.786417,-0.023434,0.006870,-0.085165,0.681910,-1.630071,35.800957,31.316921347,121.237795992,15.662217,5.387047,6.030500,0.027258
40274,12182215,909360182,2020,11,10,7,36,59,0,-0.552554,-0.727679,9.778880,-0.026745,0.016775,-0.097160,0.668000,-1.626058,35.743687,31.316921896,121.237796532,15.661941,5.383061,6.021638,0.026033
40275,12182315,919360182,2020,11,10,7,36,59,0,-0.894035,-1.199391,9.882408,-0.022607,0.009791,-0.092369,0.649782,-1.611873,35.689663,31.316922443,121.237797073,15.661628,5.379158,6.009388,0.025215
40276,12182415,929360182,2020,11,10,7,36,59,0,-0.830921,-1.471197,9.813848,-0.022440,0.010885,-0.096351,0.634451,-1.607960,35.632080,31.316922989,121.237797613,15.661348,5.376615,5.994544,0.024331
40277,12182515,939360182,2020,11,10,7,36,59,0,-0.710014,-0.917817,9.984209,-0.017156,0.004118,-0.095233,0.627966,-1.605935,35.571846,31.316923534,121.237798153,15.661069,5.373752,5.982285,0.025294
40278,12182615,949360182,2020,11,10,7,36,59,0,-0.936954,-0.863202,9.968223,-0.012065,0.013930,-0.109069,0.618868,-1.598550,35.509335,31.316924077,121.237798693,15.660820,5.367686,5.969857,0.025819
40279,12182715,959360182,2020,11,10,7,36,59,0,-0.732452,-1.003917,9.912376,-0.015353,-0.010870,-0.108837,0.608003,-1.597117,35.447178,31.316924619,121.237799233,15.660580,5.363047,5.958364,0.026903
40280,12182815,969360182,2020,11,10,7,36,59,0,-0.703193,-1.008842,9.830195,-0.036377,-0.015309,-0.086856,0.594912,-1.606205,35.387615,31.316925159,121.237799772,15.660358,5.358679,5.949165,0.026765
40281,12182915,979360182,2020,11,10,7,36,59,0,-0.586659,-1.314742,9.476530,-0.019757,-0.020033,-0.107630,0.580166,-1.615777,35.326111,31.316925699,121.237800311,15.660109,5.357366,5.934460,0.023200
40282,12183015,989360182,2020,11,10,7,36,59,0,-0.562117,-1.321818,9.448905,-0.002100,-0.001045,-0.101638,0.571107,-1.622710,35.265049,31.316926237,121.237800850,15.659836,5.357384,5.921149,0.018527
40283,12183115,999360182,2020,11,10,7,36,59,0,-0.725622,-0.678886,9.843150,-0.028273,-0.008073,-0.096650,0.563846,-1.621400,35.204090,31.316926774,121.237801389,15.659564,5.352399,5.911975,0.017606
40284,12183215,9360182,2020,11,10,7,37,0,0,-1.116884,-1.110595,9.761729,-0.014266,0.006408,-0.103548,0.549604,-1.619080,35.144958,31.316927309,121.237801927,15.659255,5.346663,5.898936,0.015220
40285,12183315,19360182,2020,11,10,7,37,0,0,-0.475447,-1.237012,9.723195,-0.016467,-0.049683,-0.105287,0.536800,-1.633653,35.081207,31.316927843,121.237802465,15.658935,5.342603,5.885754,0.014503
40286,12183415,29360182,2020,11,10,7,37,0,0,-0.747825,-1.416458,9.641424,-0.024195,-0.002553,-0.103396,0.525295,-1.647259,35.020634,31.316928376,121.237803004,15.658616,5.341984,5.874040,0.011934
40287,12183515,39360182,2020,11,10,7,37,0,0,-0.593182,-1.289767,9.783787,-0.014408,-0.010718,-0.112003,0.516088,-1.648018,34.953407,31.316928908,121.237803542,15.658312,5.339614,5.859270,0.009968
40288,12183615,49360182,2020,11,10,7,37,0,0,-0.791092,-1.043833,9.827044,-0.003542,0.006322,-0.106941,0.512581,-1.651577,34.889729,31.316929438,121.237804080,15.657969,5.338233,5.847098,0.009037
40289,12183715,59360182,2020,11,10,7,37,0,0,-1.004902,-1.096728,9.653144,-0.007039,-0.037907,-0.104190,0.505794,-1.659641,34.827625,31.316929966,121.237804618,15.657620,5.331016,5.833188,0.007222
40290,12183815,69360182,2020,11,10,7,37,0,0,-0.373709,-0.755906,9.643145,-0.018890,-0.033246,-0.099425,0.501625,-1.684813,34.761742,31.316930494,121.237805155,15.657310,5.327717,5.825284,0.005042
40291,12183915,79360182,2020,11,10,7,37,0,0,-0.783983,-1.062042,9.553678,-0.016110,-0.001036,-0.110799,0.490847,-1.692338,34.698814,31.316931020,121.237805692,15.656938,5.324935,5.813678,0.001301
40292,12184015,89360182,2020,11,10,7,37,0,0,-0.820152,-1.553736,9.776403,-0.021532,-0.018308,-0.120220,0.476243,-1.694316,34.632675,31.316931545,121.237806229,15.656505,5.320983,5.798599,-0.000616
40293,12184115,99360182,2020,11,10,7,37,0,0,-0.419529,-1.252822,9.892932,-0.011620,-0.025478,-0.116238,0.470649,-1.711282,34.561775,31.316932068,121.237806766,15.656098,5.320804,5.785474,-0.001378
40294,12183118,999666182,2020,11,10,7,36,59,0,,,,,,,,,,,,,,,
40295,12183118,999665090,2020,11,10,7,36,59,0,,,,,,,,,,,,,,,
40296,12184215,109359090,2020,11,10,7,37,0,0,-0.843706,-1.047261,9.908998,-0.007807,-0.015159,-0.115338,0.467414,-1.721823,34.495487,31.316932588,121.237807326,15.656136,5.319280,5.770306,-0.000355
40297,12184315,119359090,2020,11,10,7,37,0,0,-0.561194,-1.209069,9.799367,0.005101,-0.027426,-0.123191,0.462193,-1.733343,34.423679,31.316933355,121.237808137,15.655853,5.313781,5.747570,-0.001653
40298,12184415,129359090,2020,11,10,7,37,0,0,-0.407766,-0.686913,10.025191,-0.013982,-0.023232,-0.106005,0.461441,-1.748840,34.354107,31.316933864,121.237808662,15.655472,5.309926,5.739148,0.000326
40299,12184515,139359090,2020,11,10,7,37,0,0,-1.154822,-0.981123,9.941672,-0.020397,-0.008962,-0.115660,0.451684,-1.752131,34.286953,31.316934373,121.237809187,15.655103,5.301919,5.726013,0.000374
40300,12184615,149359090,2020,11,10,7,37,0,0,-0.267151,-1.431054,10.037252,-0.008044,-0.038219,-0.117633,0.442694,-1.770147,34.214859,31.316934880,121.237809711,15.654737,5.299160,5.710753,0.001381
40301,12184715,159359090,2020,11,10,7,37,0,0,-0.704811,-1.379087,10.120423,-0.015500,-0.020854,-0.117312,0.436348,-1.784879,34.145473,31.316935386,121.237810235,15.654447,5.298230,5.697034,0.003863
40302,12184815,169359090,2020,11,10,7,37,0,0,-0.622063,-1.461402,10.068385,-0.000510,-0.011171,-0.124088,0.432687,-1.791688,34.069054,31.316935890,121.237810759,15.654132,5.295074,5.680636,0.005530
40303,12184915,179359090,2020,11,10,7,37,0,0,-0.605770,-0.773770,10.310721,-0.004886,-0.021504,-0.110172,0.435232,-1.799005,33.994850,31.316936392,121.237811284,15.653881,5.291482,5.668408,0.009826
40304,12185015,189359090,2020,11,10,7,37,0,0,-0.820357,-0.756995,9.887340,-0.013106,-0.024550,-0.117205,0.429854,-1.816339,33.926266,31.316936894,121.237811807,15.653645,5.284787,5.656764,0.011056
40305,12185115,199359090,2020,11,10,7,37,0,0,-0.209137,-1.260167,9.990276,-0.015850,-0.029001,-0.119349,0.418283,-1.831162,33.853004,31.316937394,121.237812331,15.653411,5.282085,5.643865,0.012088
40306,12185215,209359090,2020,11,10,7,37,0,0,-0.971710,-1.695689,9.879610,-0.023167,0.009901,-0.111313,0.405605,-1.831850,33.785244,31.316937894,121.237812855,15.653226,5.280016,5.628378,0.012192
40307,12185315,219359090,2020,11,10,7,37,0,0,-0.311386,-1.166657,10.151267,-0.005528,-0.020322,-0.129895,0.404831,-1.841334,33.705425,31.316938391,121.237813378,15.653033,5.277533,5.612245,0.014177
40308,12185415,229359090,2020,11,10,7,37,0,0,-0.559139,-0.993666,10.321535,-0.003512,0.001318,-0.129116,0.402303,-1.843882,33.627441,31.316938887,121.237813902,15.652874,5.275818,5.599998,0.018158
40309,12185515,239359090,2020,11,10,7,37,0,0,-0.950664,-1.188550,9.828671,-0.006007,-0.020389,-0.122423,0.396379,-1.849490,33.552055,31.316939382,121.237814425,15.652754,5.268598,5.586186,0.019424
40310,12185615,249359090,2020,11,10,7,37,0,0,-0.322074,-0.939619,9.978657,-0.013678,-0.017269,-0.123489,0.392024,-1.859454,33.474831,31.316939876,121.237814948,15.652649,5.264476,5.574284,0.019859
40311,12185715,259359090,2020,11,10,7,37,0,0,-0.590293,-1.439973,9.680539,-0.038117,0.000057,-0.115255,0.376936,-1.867967,33.401936,31.316940368,121.237815471,15.652588,5.262971,5.562085,0.019628
40312,12185815,269359090,2020,11,10,7,37,0,0,-0.735314,-1.839920,9.997604,-0.005600,-0.000291,-0.142007,0.365798,-1.859727,33.323009,31.316940859,121.237815993,15.652474,5.260909,5.541132,0.018905
40313,12185915,279359090,2020,11,10,7,37,0,0,-0.452224,-1.302145,9.938289,-0.000042,-0.000396,-0.124183,0.366865,-1.862687,33.244064,31.316941349,121.237816517,15.652350,5.260156,5.526874,0.019433
40314,12186015,289359090,2020,11,10,7,37,0,0,-0.905236,-0.982207,9.712998,0.002231,-0.004473,-0.136997,0.369926,-1.863650,33.163063,31.316941837,121.237817039,15.652302,5.255008,5.512490,0.018787
40315,12186115,299359090,2020,11,10,7,37,0,0,-0.348055,-1.090305,9.750506,0.005145,-0.007848,-0.135387,0.368371,-1.868150,33.082001,31.316942323,121.237817562,15.652227,5.250657,5.499294,0.017208
40316,12186215,309359090,2020,11,10,7,37,0,0,-0.648056,-1.634085,9.885932,-0.032340,0.006291,-0.117289,0.359142,-1.863756,33.008705,31.316942809,121.237818084,15.652182,5.247854,5.486634,0.017218
40317,12186315,319359090,2020,11,10,7,37,0,0,-0.467235,-1.784515,9.802411,-0.007758,0.012627,-0.142798,0.352972,-1.861507,32.924789,31.316943292,121.237818607,15.652070,5.248277,5.467535,0.016094
40318,12186415,329359090,2020,11,10,7,37,0,0,-0.375055,-1.726734,9.869332,0.019441,-0.007021,-0.142501,0.356868,-1.861420,32.839619,31.316943774,121.237819130,15.651974,5.249902,5.448923,0.016163
40319,12186515,339359090,2020,11,10,7,37,0,0,-0.834131,-1.374952,9.614521,-0.005940,0.010175,-0.133631,0.360435,-1.859630,32.757641,31.316944255,121.237819653,15.651913,5.246969,5.434252,0.015591
40320,12185618,249665090,2020,11,10,7,37,0,0,,,,,,,,,,,,,,,
40321,12185618,249664996,2020,11,10,7,37,0,0,,,,,,,,,,,,,,,
40322,12186615,349358996,2020,11,10,7,37,0,0,-0.650426,-0.777453,9.558947,0.003026,-0.000446,-0.143547,0.365078,-1.856640,32.669724,31.316944734,121.237820176,15.651803,5.241264,5.420440,0.011244
40323,12186715,359358996,2020,11,10,7,37,0,0,-0.232661,-0.908897,9.654333,-0.021426,-0.005960,-0.130858,0.357018,-1.864249,32.586655,31.316945579,121.237821108,15.651691,5.236913,5.405608,0.007513
40324,12186815,369358996,2020,11,10,7,37,0,0,-1.002590,-1.851958,9.546039,-0.040390,0.022072,-0.136112,0.335772,-1.851687,32.510551,31.316946068,121.237821641,15.651561,5.235316,5.390968,0.005367
40325,12186915,379358996,2020,11,10,7,37,0,0,-0.633602,-1.811648,9.799110,-0.010969,-0.008613,-0.147106,0.327980,-1.845060,32.424049,31.316946555,121.237822174,15.651390,5.235641,5.372170,0.003530
40326,12187015,389358996,2020,11,10,7,37,0,0,-0.304102,-1.075031,9.662635,0.004505,-0.023404,-0.144836,0.330546,-1.861521,32.338165,31.316947040,121.237822707,15.651245,5.237939,5.360034,0.002386
40327,12187115,399358996,2020,11,10,7,37,0,0,-0.834885,-1.060789,9.480928,-0.008899,0.011990,-0.146766,0.324042,-1.857556,32.253246,31.316947524,121.237823240,15.651065,5.234010,5.348897,-0.001321
40328,12187215,409358996,2020,11,10,7,37,0,0,-0.360691,-0.723763,9.669293,-0.028375,-0.018197,-0.132890,0.316256,-1.863306,32.167198,31.316948008,121.237823773,15.650857,5.230606,5.341155,-0.003535
40329,12187315,419358996,2020,11,10,7,37,0,0,-0.964097,-1.538457,9.630911,-0.038071,0.001673,-0.139788,0.296217,-1.861408,32.087349,31.316948490,121.237824305,15.650656,5.228848,5.328444,-0.006265
40330,12187415,429358996,2020,11,10,7,37,0,0,-0.140902,-2.083742,9.726791,-0.027648,-0.017495,-0.152327,0.277986,-1.870358,31.997602,31.316948970,121.237824837,15.650389,5.231306,5.310943,-0.007962
40331,12187515,439358996,2020,11,10,7,37,0,0,-0.335635,-1.831385,10.197343,-0.006157,0.007809,-0.150067,0.274775,-1.864899,31.909138,31.316949449,121.237825370,15.650120,5.236970,5.294468,-0.006252
40332,12187615,449358996,2020,11,10,7,37,0,0,-0.764272,-1.506685,9.699887,-0.003700,0.008778,-0.152242,0.274336,-1.862677,31.818863,31.316949925,121.237825904,15.649912,5.237041,5.279259,-0.005935
40333,12187715,459358996,2020,11,10,7,37,0,0,-0.359305,-0.878529,9.698530,0.015651,-0.037093,-0.161882,0.282329,-1.870460,31.724289,31.316950401,121.237826437,15.649691,5.235101,5.266735,-0.007896
40334,12187815,469358996,2020,11,10,7,37,0,0,-0.046895,-0.986720,9.693737,-0.022988,-0.027560,-0.135866,0.277054,-1.892167,31.639793,31.316950876,121.237826970,15.649463,5.236646,5.262387,-0.008839
40335,12187915,479358996,2020,11,10,7,37,0,0,-0.592623,-1.893764,9.869521,-0.030728,0.035337,-0.151850,0.259282,-1.878834,31.553333,31.316951349,121.237827503,15.649203,5.237388,5.248505,-0.010442
40336,12188015,489358996,2020,11,10,7,37,0,0,0.244850,-1.657903,10.334146,-0.007179,-0.009793,-0.167662,0.254166,-1.874512,31.456120,31.316951821,121.237828036,15.648978,5.243483,5.233659,-0.006956
40337,12188115,499358996,2020,11,10,7,37,0,0,-0.041351,-1.976356,9.698086,0.005265,-0.028132,-0.168878,0.250880,-1.887571,31.361914,31.316952291,121.237828570,15.648825,5.250936,5.219086,-0.004997
40338,12188215,509358996,2020,11,10,7,37,0,0,-0.301794,-1.576327,9.562328,0.000367,-0.001098,-0.167860,0.253586,-1.889004,31.260841,31.316952760,121.237829105,15.648649,5.254461,5.205640,-0.007876
40339,12188315,519358996,2020,11,10,7,37,0,0,0.316675,-0.621266,9.753945,0.002746,-0.002594,-0.163248,0.260843,-1.894560,31.163637,31.316953228,121.237829641,15.648459,5.257984,5.198608,-0.010177
40340,12188415,529358996,2020,11,10,7,37,0,0,-0.385916,-1.012062,9.865648,-0.023584,0.030605,-0.161776,0.248488,-1.881369,31.072943,31.316953695,121.237830176,15.648229,5.258199,5.192393,-0.010054
40341,12188515,539358996,2020,11,10,7,37,0,0,-0.239288,-1.322559,10.184315,-0.036670,-0.008003,-0.158535,0.232376,-1.873769,30.978897,31.316954161,121.237830711,15.648000,5.257282,5.182397,-0.007322
40342,12188615,549358996,2020,11,10,7,37,0,0,0.283055,-1.729366,9.961177,-0.028308,-0.029108,-0.158797,0.216862,-1.889326,30.884150,31.316954626,121.237831247,15.647857,5.264228,5.170750,-0.005401
40343,12188715,559358996,2020,11,10,7,37,0,0,0.102224,-1.919247,9.673337,-0.008908,-0.004061,-0.186102,0.205748,-1.897734,30.782393,31.316955089,121.237831783,15.647695,5.272676,5.156193,-0.006736
40344,12188815,569358996,2020,11,10,7,37,0,0,0.077400,-1.748763,10.033406,-0.013225,-0.003083,-0.180756,0.198584,-1.894673,30.675325,31.316955551,121.237832321,15.647505,5.278915,5.143307,-0.005980
40345,12188915,579358996,2020,11,10,7,37,0,0,-0.176107,-1.300772,10.111171,-0.020932,-0.005077,-0.169918,0.194162,-1.898209,30.572067,31.316956012,121.237832858,15.647335,5.282587,5.132926,-0.003452
40346,12189015,589358996,2020,11,10,7,37,0,0,0.095649,-1.099922,9.881018,-0.015363,-0.033402,-0.183889,0.188033,-1.911516,30.465895,31.316956471,121.237833397,15.647206,5.285344,5.123029,-0.002358
40347,12188118,499664996,2020,11,10,7,37,0,0,,,,,,,,,,,,,,,
40348,12189115,599358996,2020,11,10,7,37,0,0,0.454659,-1.682557,9.665872,-0.027512,-0.023592,-0.174902,0.173220,-1.926923,30.363245,31.316956930,121.237833935,15.647037,5.292643,5.113624,-0.003448
40349,12188118,499664903,2020,11,10,7,37,0,0,,,,,,,,,,,,,,,
40350,12189215,609358903,2020,11,10,7,37,0,0,0.209617,-2.026535,9.577809,-0.035734,0.000630,-0.176956,0.157368,-1.932357,30.261190,31.316957389,121.237834493,15.647060,5.301909,5.098554,-0.004984
40351,12189315,619358903,2020,11,10,7,37,0,0,0.083010,-1.899786,9.927484,-0.015850,-0.002535,-0.196046,0.148301,-1.928584,30.144022,31.316958066,121.237835306,15.646957,5.311432,5.072454,-0.006081
40352,12189415,629358903,2020,11,10,7,37,0,0,0.455104,-1.572361,9.946844,-0.016338,-0.029512,-0.198199,0.143031,-1.944015,30.025579,31.316958514,121.237835835,15.646945,5.317441,5.059115,-0.004253
40353,12189515,639358903,2020,11,10,7,37,0,0,0.089130,-1.702950,9.525764,-0.008726,0.004523,-0.195524,0.135658,-1.948614,29.906435,31.316958961,121.237836364,15.646942,5.322828,5.045741,-0.005395
40354,12189615,649359903,2020,11,10,7,37,0,0,0.140042,-1.284131,9.644279,-0.018930,-0.006062,-0.190443,0.132317,-1.949401,29.784576,31.316959407,121.237836895,15.646915,5.324488,5.034589,-0.006920
40355,12189715,659359903,2020,11,10,7,37,0,0,0.133983,-1.231235,9.949036,-0.034024,0.011184,-0.196277,0.121317,-1.950673,29.664011,31.316959851,121.237837426,15.646883,5.327052,5.024198,-0.006927
40356,12189815,669359903,2020,11,10,7,37,0,0,0.062831,-2.088399,9.891603,-0.031938,-0.011508,-0.202768,0.100977,-1.951392,29.544052,31.316960295,121.237837957,15.646861,5.330895,5.008247,-0.005388
40357,12189915,679359903,2020,11,10,7,37,0,0,0.289086,-2.163922,9.761635,-0.010568,-0.030811,-0.209916,0.092340,-1.965896,29.418676,31.316960737,121.237838489,15.646851,5.337725,4.989928,-0.005177
40358,12190015,689359903,2020,11,10,7,37,0,0,0.403655,-1.740533,9.696427,-0.012173,-0.025660,-0.216170,0.090576,-1.983393,29.289930,31.316961177,121.237839022,15.646831,5.345031,4.975238,-0.005186
40359,12190115,699359903,2020,11,10,7,37,0,0,0.149165,-1.775277,9.485411,-0.016029,-0.000891,-0.217786,0.082297,-1.988692,29.158607,31.316961616,121.237839556,15.646801,5.350743,4.960740,-0.008090
40360,12190215,709359903,2020,11,10,7,37,0,0,0.434686,-1.497980,9.935485,-0.024398,-0.015430,-0.210021,0.074876,-1.995067,29.028772,31.316962054,121.237840091,15.646738,5.355648,4.947791,-0.008004
40361,12190315,719359903,2020,11,10,7,37,0,0,0.135700,-1.803589,9.780760,-0.043067,-0.002822,-0.221048,0.055559,-1.999692,28.897249,31.316962490,121.237840627,15.646710,5.360350,4.934583,-0.007311
40362,12190415,729359903,2020,11,10,7,37,0,0,0.588163,-2.268280,9.563475,-0.024875,-0.029723,-0.233603,0.037843,-2.014314,28.762186,31.316962925,121.237841163,15.646675,5.368240,4.916664,-0.008330
40363,12190515,739359903,2020,11,10,7,37,0,0,0.390693,-2.104585,9.398890,-0.032078,0.003161,-0.217362,0.025906,-2.022280,28.628239,31.316963359,121.237841700,15.646618,5.377666,4.901225,-0.010734
40364,12190615,749359903,2020,11,10,7,37,0,0,-0.138134,-1.659953,9.668654,-0.023642,0.006627,-0.241084,0.016337,-2.011414,28.487322,31.316963791,121.237842239,15.646515,5.380057,4.884430,-0.014327
40365,12190715,759359903,2020,11,10,7,37,0,0,0.610712,-1.409823,9.986303,-0.026499,-0.001630,-0.226179,0.007240,-2.020454,28.349688,31.316964221,121.237842778,15.646403,5.385626,4.872735,-0.013715
40366,12190815,769359903,2020,11,10,7,37,0,0,0.032350,-1.913816,9.787362,-0.031240,-0.000204,-0.237420,-0.011028,-2.018416,28.212727,31.316964651,121.237843318,15.646323,5.390604,4.858447,-0.012181
40367,12190915,779359903,2020,11,10,7,37,0,0,0.289086,-2.320916,9.572712,-0.024103,-0.015545,-0.228226,-0.025029,-2.022066,28.071157,31.316965078,121.237843858,15.646185,5.396134,4.841198,-0.013247
40368,12191015,789359903,2020,11,10,7,37,0,0,0.677064,-1.995980,9.395550,-0.023282,-0.016846,-0.231951,-0.030868,-2.037319,27.928131,31.316965505,121.237844400,15.646034,5.405917,4.825388,-0.016320
40369,12191115,799359903,2020,11,10,7,37,0,0,0.326906,-2.241754,9.318195,-0.022213,0.020837,-0.254302,-0.042382,-2.033767,27.782860,31.316965929,121.237844942,15.645850,5.414322,4.807256,-0.020722
40370,12191215,809359903,2020,11,10,7,37,0,0,0.159159,-2.017621,9.711389,-0.018850,0.011275,-0.241511,-0.049992,-2.017345,27.635801,31.316966352,121.237845486,15.645669,5.419757,4.790043,-0.023455
