// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 0080021020
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Enabled, Position/Velocity Smoother Enabled, Continuous Zero Rotation Update Enabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter,SampleTimeFine,UTC_Nano,UTC_Year,UTC_Month,UTC_Day,UTC_Hour,UTC_Minute,UTC_Second,UTC_Valid,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
44120,12538415,529345935,2020,11,10,7,37,35,0,-0.408477,1.072678,10.044807,0.008871,0.006530,0.187656,1.285680,-1.613024,-111.727600,31.316165623,121.237117971,15.683986,-1.021244,-5.219242,-0.006659
44121,12538515,539345935,2020,11,10,7,37,35,0,-0.719876,1.082382,9.972634,0.031362,-0.001740,0.179841,1.295159,-1.612202,-111.624565,31.316165163,121.237117869,15.684052,-1.012401,-5.213748,-0.004716
44122,12538615,549345935,2020,11,10,7,37,35,0,-0.648204,1.267168,9.871795,0.039811,-0.005448,0.186089,1.308982,-1.616704,-111.519249,31.316164703,121.237117768,15.684132,-1.000546,-5.208493,-0.003315
44123,12538715,559345935,2020,11,10,7,37,35,0,-0.760916,1.677248,9.927557,0.014829,0.005906,0.193443,1.320666,-1.618497,-111.409813,31.316164244,121.237117669,15.684247,-0.983885,-5.205795,-0.000933
44124,12538815,569345935,2020,11,10,7,37,35,0,-0.833622,1.666092,9.953170,0.015663,0.011354,0.201520,1.324551,-1.616268,-111.298637,31.316163785,121.237117572,15.684382,-0.967113,-5.201488,0.000800
44125,12538915,579345935,2020,11,10,7,37,35,0,-0.605823,1.208025,9.994611,0.009460,-0.008948,0.209674,1.324607,-1.618920,-111.180695,31.316163326,121.237117477,15.684522,-0.952265,-5.197015,0.003389
44126,12539015,589345935,2020,11,10,7,37,35,0,-0.457230,0.980137,9.926101,0.002616,-0.002438,0.212521,1.326235,-1.626291,-111.062408,31.316162868,121.237117382,15.684694,-0.940465,-5.194417,0.005897
44127,12538118,499651935,2020,11,10,7,37,35,0,,,,,,,,,,,,,,,
44128,12538118,499651842,2020,11,10,7,37,35,0,,,,,,,,,,,,,,,
44129,12539115,599345842,2020,11,10,7,37,35,0,-0.733301,1.223728,10.022687,0.016052,0.025276,0.208075,1.333722,-1.619256,-110.945839,31.316162409,121.237117289,15.684887,-0.929906,-5.189250,0.007219
44130,12539215,609345842,2020,11,10,7,37,35,0,-0.724418,1.492934,10.129907,0.035017,0.004979,0.210775,1.346003,-1.615742,-110.821938,31.316161619,121.237117129,15.684788,-0.908554,-5.178616,0.011219
44131,12539315,619345842,2020,11,10,7,37,35,0,-1.102484,1.522493,10.025194,0.027706,0.020813,0.215121,1.354791,-1.611163,-110.697372,31.316161176,121.237117041,15.684489,-0.892143,-5.170882,0.013417
44132,12539415,629345842,2020,11,10,7,37,35,0,-0.737742,1.797052,10.082162,0.018091,0.000221,0.228680,1.364790,-1.612557,-110.569870,31.316160734,121.237116954,15.684210,-0.873719,-5.164975,0.016241
44133,12539515,639345842,2020,11,10,7,37,35,0,-0.713612,1.323305,10.116279,0.003656,0.013768,0.234508,1.366511,-1.609756,-110.436195,31.316160293,121.237116869,15.683963,-0.858440,-5.159254,0.019037
44134,12539615,649346842,2020,11,10,7,37,35,0,-0.701312,1.002992,10.026731,0.022776,0.027449,0.225472,1.371758,-1.599250,-110.304016,31.316159852,121.237116786,15.683752,-0.847918,-5.151924,0.020272
44135,12539715,659346842,2020,11,10,7,37,35,0,-0.654213,1.170607,10.106586,0.046446,0.020350,0.227237,1.387374,-1.589913,-110.171326,31.316159411,121.237116704,15.683557,-0.837729,-5.144898,0.022767
44136,12539815,669346842,2020,11,10,7,37,35,0,-0.777903,1.609779,10.023535,0.029889,0.029711,0.240708,1.404313,-1.578614,-110.036278,31.316158971,121.237116623,15.683407,-0.821328,-5.140079,0.025583
44137,12539915,679346842,2020,11,10,7,37,35,0,-1.104813,1.971492,10.114198,0.023762,0.050665,0.234746,1.420704,-1.555357,-109.900352,31.316158531,121.237116544,15.683284,-0.802525,-5.132444,0.027547
44138,12540015,689346842,2020,11,10,7,37,35,0,-1.000222,1.835920,9.835093,0.029155,0.034984,0.248005,1.432772,-1.541998,-109.758087,31.316158093,121.237116467,15.683180,-0.784051,-5.125085,0.028031
44139,12540115,699346842,2020,11,10,7,37,35,0,-0.673164,1.561685,10.013805,0.011460,0.023631,0.252090,1.438490,-1.529081,-109.614899,31.316157654,121.237116391,15.683084,-0.766810,-5.118497,0.028909
44140,12540215,709346842,2020,11,10,7,37,35,0,-0.838924,1.050754,10.034060,0.017940,0.067950,0.249525,1.443069,-1.504910,-109.467590,31.316157216,121.237116318,15.683018,-0.755025,-5.112280,0.030144
44141,12540315,719346842,2020,11,10,7,37,35,0,-1.065507,1.314148,10.085023,0.032002,0.045165,0.255298,1.454803,-1.478570,-109.324097,31.316156778,121.237116245,15.682971,-0.742434,-5.102937,0.032707
44142,12540415,729346842,2020,11,10,7,37,35,0,-0.970492,1.684313,10.048513,0.036893,0.022113,0.248719,1.471038,-1.467003,-109.178696,31.316156342,121.237116175,15.682974,-0.726787,-5.094078,0.035056
44143,12540515,739346842,2020,11,10,7,37,35,0,-1.032551,1.921811,9.861658,0.018512,0.021563,0.262912,1.480298,-1.458076,-109.030136,31.316155906,121.237116106,15.682978,-0.706770,-5.085970,0.035726
44144,12540615,749346842,2020,11,10,7,37,35,0,-0.870516,1.913258,10.001917,-0.000235,0.035390,0.264319,1.482991,-1.445794,-108.879417,31.316155470,121.237116039,15.683015,-0.687706,-5.080112,0.037215
44145,12540715,759346842,2020,11,10,7,37,35,0,-1.041758,1.303038,9.783092,0.016762,0.028051,0.258146,1.480554,-1.432733,-108.726540,31.316155036,121.237115974,15.683086,-0.673360,-5.071076,0.037351
44146,12540815,769346842,2020,11,10,7,37,35,0,-0.868677,1.310231,9.906160,0.007684,0.005103,0.264535,1.481480,-1.425048,-108.574753,31.316154601,121.237115910,15.683140,-0.658374,-5.061948,0.037924
44147,12540915,779346842,2020,11,10,7,37,35,0,-1.063516,1.405697,9.684852,0.007171,0.043011,0.268476,1.485067,-1.414333,-108.421646,31.316154168,121.237115848,15.683239,-0.643944,-5.054747,0.037224
44148,12541015,789346842,2020,11,10,7,37,35,0,-1.081396,1.913959,9.787553,0.016309,0.026584,0.260309,1.490452,-1.400070,-108.271851,31.316153735,121.237115788,15.683295,-0.627037,-5.044908,0.036228
44149,12541115,799346842,2020,11,10,7,37,35,0,-0.942347,2.052287,9.837300,0.005064,0.026549,0.262461,1.492938,-1.389725,-108.119125,31.316153303,121.237115729,15.683370,-0.607094,-5.037689,0.035779
44150,12541215,809346842,2020,11,10,7,37,35,0,-1.044413,1.543585,9.728784,0.001229,0.027699,0.268275,1.488217,-1.378229,-107.961723,31.316152871,121.237115673,15.683429,-0.589382,-5.029555,0.035591
44151,12541315,819346842,2020,11,10,7,37,35,0,-1.135007,1.345400,9.651581,0.007837,0.035419,0.270963,1.486071,-1.361948,-107.808060,31.316152440,121.237115618,15.683467,-0.574299,-5.019877,0.033769
44152,12541415,829346842,2020,11,10,7,37,35,0,-0.865127,1.470576,9.640501,0.011653,0.013786,0.271734,1.488765,-1.355396,-107.653397,31.316152010,121.237115565,15.683527,-0.559622,-5.011425,0.031953
44153,12541515,839346842,2020,11,10,7,37,35,0,-0.924438,1.680365,9.489235,0.011887,0.046898,0.266273,1.492130,-1.345084,-107.499550,31.316151581,121.237115514,15.683584,-0.544042,-5.005018,0.029288
44154,12541615,849346842,2020,11,10,7,37,35,0,-1.354198,1.688347,9.445900,0.008676,0.039969,0.273458,1.491971,-1.319040,-107.342567,31.316151152,121.237115464,15.683592,-0.525655,-4.993888,0.025649
44155,12540618,749651842,2020,11,10,7,37,35,0,,,,,,,,,,,,,,,
44156,12540618,749651748,2020,11,10,7,37,35,0,,,,,,,,,,,,,,,
44157,12541715,859346748,2020,11,10,7,37,35,0,-0.941876,1.950084,9.497235,-0.000823,-0.007488,0.275774,1.492792,-1.316772,-107.188873,31.316150703,121.237115410,15.683890,-0.506360,-4.986496,0.022894
44158,12541815,869346748,2020,11,10,7,37,35,0,-1.006433,1.720766,9.202562,0.001658,0.030793,0.270794,1.489835,-1.313668,-107.025482,31.316150057,121.237115330,15.684039,-0.481833,-4.974841,0.015053
44159,12541915,879346748,2020,11,10,7,37,35,0,-0.912562,1.602119,9.471690,0.002103,0.032895,0.268183,1.485093,-1.298961,-106.865028,31.316149642,121.237115275,15.683946,-0.467187,-4.965266,0.010579
44160,12542015,889346748,2020,11,10,7,37,35,0,-1.152054,1.302291,9.295971,0.007061,0.022533,0.266138,1.480543,-1.288904,-106.703491,31.316149227,121.237115221,15.683833,-0.453693,-4.953982,0.006241
44161,12542115,899346748,2020,11,10,7,37,35,0,-1.140535,1.881905,9.343036,0.000481,0.004569,0.278635,1.483962,-1.290800,-106.544250,31.316148813,121.237115169,15.683670,-0.436369,-4.943586,0.002600
44162,12542215,909346748,2020,11,10,7,37,35,0,-1.008592,1.893861,9.290107,0.007778,0.010590,0.271466,1.484517,-1.289869,-106.381020,31.316148400,121.237115119,15.683435,-0.419782,-4.932893,-0.003413
44163,12542315,919346748,2020,11,10,7,37,35,0,-0.925177,1.483704,9.230200,-0.009203,0.008208,0.277870,1.478364,-1.291475,-106.217178,31.316147987,121.237115071,15.683190,-0.403811,-4.923868,-0.008071
44164,12542415,929346748,2020,11,10,7,37,35,0,-1.134040,1.748981,9.521132,-0.001678,0.017365,0.279602,1.476569,-1.283694,-106.053146,31.316147576,121.237115024,15.682890,-0.388413,-4.912514,-0.012930
44165,12542515,939346748,2020,11,10,7,37,35,0,-1.125151,1.654256,9.642480,0.004261,0.010929,0.281400,1.474595,-1.283188,-105.886047,31.316147165,121.237114980,15.682562,-0.373969,-4.901117,-0.015751
44166,12542615,949346748,2020,11,10,7,37,35,0,-1.072817,1.362243,9.494183,0.013348,0.001953,0.278307,1.472488,-1.287443,-105.719460,31.316146754,121.237114937,15.682220,-0.361312,-4.889344,-0.018441
44167,12542715,959346748,2020,11,10,7,37,35,0,-0.949034,1.598808,9.761369,0.010546,-0.002289,0.282175,1.476194,-1.289041,-105.553741,31.316146345,121.237114895,15.681828,-0.346711,-4.877814,-0.020299
44168,12542815,969346748,2020,11,10,7,37,35,0,-0.829629,1.659779,9.734295,-0.007391,0.004470,0.295397,1.476974,-1.298849,-105.384796,31.316145936,121.237114856,15.681472,-0.331346,-4.869521,-0.020712
44169,12542915,979346748,2020,11,10,7,37,35,0,-1.160899,1.361662,9.566326,0.013276,0.010546,0.286941,1.477136,-1.298142,-105.214485,31.316145528,121.237114817,15.681084,-0.319447,-4.857255,-0.023145
44170,12543015,989346748,2020,11,10,7,37,35,0,-0.743256,1.504590,9.599583,0.022485,-0.003183,0.287839,1.482989,-1.303316,-105.045525,31.316145121,121.237114781,15.680703,-0.306856,-4.846530,-0.025473
44171,12543115,999346748,2020,11,10,7,37,35,0,-1.072064,1.462591,9.507129,0.012629,0.019529,0.292622,1.486911,-1.301320,-104.871574,31.316144714,121.237114745,15.680274,-0.293038,-4.836112,-0.028219
44172,12543215,9347748,2020,11,10,7,37,36,0,-0.853563,1.789493,9.870326,0.012793,0.023805,0.296342,1.492689,-1.293375,-104.699051,31.316144309,121.237114712,15.679817,-0.278286,-4.825643,-0.029392
44173,12543315,19347748,2020,11,10,7,37,36,0,-0.913079,1.213682,9.697997,0.014425,0.028182,0.301274,1.493779,-1.284803,-104.520630,31.316143903,121.237114680,15.679388,-0.266249,-4.816109,-0.029591
44174,12543415,29347748,2020,11,10,7,37,36,0,-0.839738,0.988571,9.578915,0.016385,0.016930,0.297608,1.499545,-1.280017,-104.344711,31.316143499,121.237114649,15.678958,-0.256236,-4.804580,-0.031011
44175,12543515,39347748,2020,11,10,7,37,36,0,-0.856609,1.554770,9.604759,0.028539,0.039590,0.301153,1.515189,-1.268386,-104.166115,31.316143095,121.237114619,15.678513,-0.245034,-4.794998,-0.033514
44176,12543615,49347748,2020,11,10,7,37,36,0,-1.026141,1.764597,9.683251,0.034112,0.034536,0.306111,1.529753,-1.253525,-103.985291,31.316142692,121.237114592,15.678052,-0.230724,-4.784481,-0.035302
44177,12543715,59347748,2020,11,10,7,37,36,0,-0.909368,1.783682,9.945563,0.017262,0.037896,0.314798,1.539698,-1.237181,-103.802246,31.316142290,121.237114565,15.677587,-0.214333,-4.774334,-0.034463
44178,12543815,69347748,2020,11,10,7,37,36,0,-1.215180,1.416994,9.837593,0.017998,0.029593,0.317652,1.546790,-1.222290,-103.614029,31.316141888,121.237114541,15.677135,-0.200342,-4.762172,-0.033512
44179,12543915,79347748,2020,11,10,7,37,36,0,-0.852540,1.285839,9.843426,0.022057,0.009360,0.315621,1.556734,-1.218512,-103.427399,31.316141488,121.237114518,15.676674,-0.188572,-4.750142,-0.033228
44180,12544015,89347748,2020,11,10,7,37,36,0,-0.740264,1.388009,9.839952,0.033057,0.021449,0.324654,1.570820,-1.216468,-103.239517,31.316141088,121.237114496,15.676219,-0.178180,-4.741416,-0.033256
44181,12543118,999653748,2020,11,10,7,37,35,0,,,,,,,,,,,,,,,
44182,12544115,99347748,2020,11,10,7,37,36,0,-1.016829,1.468664,9.756080,0.043658,0.034577,0.314925,1.585479,-1.203904,-103.050812,31.316140689,121.237114476,15.675784,-0.166999,-4.730144,-0.034004
44183,12543118,999651656,2020,11,10,7,37,35,0,,,,,,,,,,,,,,,
44184,12544215,109345656,2020,11,10,7,37,36,0,-1.063990,1.846806,9.847995,0.032883,0.016084,0.328705,1.603125,-1.196337,-102.859444,31.316140290,121.237114457,15.675377,-0.150492,-4.719083,-0.032805
44185,12544315,119345656,2020,11,10,7,37,36,0,-1.097356,1.903035,9.726149,0.022621,0.011020,0.329945,1.616431,-1.193088,-102.667709,31.316139581,121.237114421,15.675212,-0.121590,-4.701432,-0.031610
44186,12544415,129345656,2020,11,10,7,37,36,0,-1.016994,1.892047,9.675544,0.028897,0.033175,0.326958,1.629287,-1.185413,-102.474495,31.316139179,121.237114392,15.675710,-0.107504,-4.691972,-0.032031
44187,12544515,139345656,2020,11,10,7,37,36,0,-0.978275,1.726595,9.849513,0.009543,0.026310,0.338838,1.636370,-1.172796,-102.278030,31.316138777,121.237114365,15.676201,-0.092832,-4.683356,-0.029804
44188,12544615,149345656,2020,11,10,7,37,36,0,-0.946645,1.556980,10.134914,0.026109,0.026257,0.329376,1.645737,-1.161072,-102.084129,31.316138376,121.237114339,15.676719,-0.080956,-4.673734,-0.026088
44189,12544715,159345656,2020,11,10,7,37,36,0,-1.122299,1.523688,9.865800,0.044306,0.027949,0.333687,1.660491,-1.151661,-101.887733,31.316137976,121.237114316,15.677262,-0.069836,-4.663716,-0.023002
44190,12544815,169345656,2020,11,10,7,37,36,0,-0.980041,1.916136,9.795163,0.031524,0.006496,0.342388,1.679473,-1.150254,-101.691299,31.316137576,121.237114293,15.677819,-0.054386,-4.654933,-0.019909
44191,12544915,179345656,2020,11,10,7,37,36,0,-0.920884,2.129700,9.852048,0.025866,0.034649,0.345463,1.696315,-1.142526,-101.493759,31.316137178,121.237114273,15.678378,-0.038054,-4.647072,-0.018467
44192,12545015,189345656,2020,11,10,7,37,36,0,-1.390487,2.296140,10.113434,0.019700,0.041588,0.344286,1.709222,-1.124826,-101.293144,31.316136780,121.237114255,15.678957,-0.019790,-4.636252,-0.015014
44193,12545115,199345656,2020,11,10,7,37,36,0,-1.041137,1.794815,10.066856,0.021375,-0.005732,0.342818,1.715740,-1.120586,-101.089958,31.316136383,121.237114239,15.679553,-0.004205,-4.624092,-0.010580
44194,12545215,209345656,2020,11,10,7,37,36,0,-0.540187,1.815081,10.071300,0.029594,-0.010034,0.348473,1.730206,-1.135548,-100.888557,31.316135987,121.237114224,15.680172,0.008991,-4.617953,-0.005919
44195,12545315,219345656,2020,11,10,7,37,36,0,-0.933491,2.015991,9.862929,0.031168,0.031964,0.353012,1.745031,-1.130144,-100.685333,31.316135592,121.237114212,15.680878,0.023433,-4.610699,-0.003254
44196,12545415,229345656,2020,11,10,7,37,36,0,-0.974384,2.106182,9.889977,0.046455,0.019578,0.347301,1.762604,-1.125624,-100.481636,31.316135197,121.237114201,15.681557,0.039081,-4.602056,-0.001075
44197,12545515,239345656,2020,11,10,7,37,36,0,-0.957844,2.147881,9.789207,0.025430,0.011200,0.353644,1.775430,-1.125727,-100.277092,31.316134803,121.237114192,15.682249,0.057487,-4.593761,0.002177
44198,12545615,249345656,2020,11,10,7,37,36,0,-1.280466,2.257834,9.900378,0.017687,0.028232,0.357746,1.788306,-1.115583,-100.069893,31.316134410,121.237114185,15.682941,0.076369,-4.583239,0.004271
44199,12545715,259345656,2020,11,10,7,37,36,0,-0.524102,2.174786,10.042325,0.038687,-0.008748,0.352544,1.801898,-1.118991,-99.863014,31.316134017,121.237114181,15.683676,0.091639,-4.575345,0.007816
44200,12545815,269345656,2020,11,10,7,37,36,0,-0.976432,1.804198,9.751556,0.022919,0.036211,0.362130,1.812377,-1.114630,-99.651711,31.316133625,121.237114178,15.684399,0.107261,-4.569088,0.010857
44201,12545915,279345656,2020,11,10,7,37,36,0,-0.625911,2.093229,10.001476,0.032885,0.007019,0.363395,1.829177,-1.106749,-99.443481,31.316133234,121.237114177,15.685147,0.122802,-4.560792,0.013737
44202,12546015,289345656,2020,11,10,7,37,36,0,-0.910814,2.335757,9.863626,0.034461,0.032160,0.367420,1.848021,-1.103047,-99.229477,31.316132843,121.237114179,15.685935,0.139546,-4.554761,0.016626
44203,12546115,299345656,2020,11,10,7,37,36,0,-1.001689,2.433206,9.842736,0.034458,0.017687,0.366173,1.863268,-1.094917,-99.015549,31.316132453,121.237114182,15.686732,0.158980,-4.545235,0.019017
44204,12546215,309345656,2020,11,10,7,37,36,0,-0.952957,2.146499,10.003401,0.023376,0.016765,0.371792,1.876537,-1.089537,-98.797768,31.316132064,121.237114188,15.687512,0.177346,-4.536312,0.022484
44205,12546315,319345656,2020,11,10,7,37,36,0,-0.926064,2.147218,9.943071,0.024543,0.008500,0.372865,1.889303,-1.092649,-98.578857,31.316131675,121.237114195,15.688348,0.194021,-4.527601,0.025817
44206,12546415,329345656,2020,11,10,7,37,36,0,-0.645292,2.027834,10.049510,0.041885,0.001083,0.374576,1.904934,-1.095738,-98.360069,31.316131287,121.237114205,15.689230,0.208840,-4.519763,0.029611
44207,12546515,339345656,2020,11,10,7,37,36,0,-0.903863,1.833235,9.870848,0.033953,0.011875,0.393111,1.920298,-1.099903,-98.135429,31.316130900,121.237114217,15.690139,0.223996,-4.512848,0.033441
44208,12545618,249651656,2020,11,10,7,37,36,0,,,,,,,,,,,,,,,
44209,12546615,349345656,2020,11,10,7,37,36,0,-0.922402,2.476814,9.989913,0.043180,-0.016043,0.380763,1.944798,-1.107648,-97.913979,31.316130514,121.237114230,15.691046,0.241189,-4.502879,0.036776
44210,12545618,249651562,2020,11,10,7,37,36,0,,,,,,,,,,,,,,,
44211,12546715,359345562,2020,11,10,7,37,36,0,-0.814998,2.616523,9.931303,0.038549,0.004513,0.394582,1.964940,-1.118257,-97.687141,31.316130128,121.237114246,15.691964,0.261079,-4.496006,0.040201
44212,12546815,369345562,2020,11,10,7,37,36,0,-1.021178,2.122285,9.742687,0.034907,-0.006481,0.395853,1.979028,-1.124785,-97.455933,31.316129445,121.237114277,15.693091,0.293745,-4.479764,0.042763
44213,12546915,379345562,2020,11,10,7,37,36,0,-0.689718,2.463350,10.002697,0.034352,0.008071,0.405101,1.998493,-1.130322,-97.226799,31.316129056,121.237114286,15.693758,0.310724,-4.473334,0.044365
44214,12547015,389345562,2020,11,10,7,37,36,0,-0.814115,2.229898,9.791900,0.028182,0.004383,0.406533,2.012962,-1.136540,-96.991783,31.316128667,121.237114298,15.694445,0.327172,-4.466890,0.046153
44215,12547115,399345562,2020,11,10,7,37,36,0,-0.872292,2.184986,9.773911,0.040989,0.011670,0.403463,2.029354,-1.135335,-96.756355,31.316128279,121.237114311,15.695146,0.342067,-4.457943,0.046345
44216,12547215,409345562,2020,11,10,7,37,36,0,-0.853863,2.585175,9.794255,0.024893,0.015611,0.418534,2.045543,-1.136369,-96.518204,31.316127891,121.237114327,15.695860,0.361405,-4.451150,0.047767
44217,12547315,419345562,2020,11,10,7,37,36,0,-1.142905,2.679468,9.791852,0.022108,0.023157,0.419702,2.057481,-1.131555,-96.275940,31.316127504,121.237114344,15.696573,0.381099,-4.441538,0.048186
44218,12547415,429345562,2020,11,10,7,37,36,0,-0.804620,2.523431,9.788527,0.032268,0.010256,0.417043,2.064904,-1.130632,-96.032677,31.316127119,121.237114365,15.697299,0.398840,-4.432558,0.048458
44219,12547515,439345562,2020,11,10,7,37,36,0,-0.920066,2.268266,9.679524,0.011521,0.005846,0.427166,2.068286,-1.134337,-95.785019,31.316126734,121.237114387,15.698002,0.417480,-4.424665,0.049622
44220,12547615,449345562,2020,11,10,7,37,36,0,-0.910476,2.662031,9.598953,0.015130,0.004966,0.433176,2.077715,-1.140254,-95.537750,31.316126349,121.237114412,15.698710,0.436415,-4.416374,0.048878
44221,12547715,459345562,2020,11,10,7,37,36,0,-1.040686,2.549373,9.284004,0.021347,0.009394,0.436395,2.083051,-1.144817,-95.284996,31.316125966,121.237114439,15.699411,0.454714,-4.406736,0.045212
44222,12547815,469345562,2020,11,10,7,37,36,0,-0.607667,2.741305,9.343371,0.006334,-0.003602,0.445632,2.087549,-1.157575,-95.032066,31.316125583,121.237114468,15.700085,0.476337,-4.399866,0.042219
44223,12547915,479345562,2020,11,10,7,37,36,0,-1.120324,2.626925,9.536633,-0.003757,0.039583,0.442302,2.086662,-1.148354,-94.774261,31.316125202,121.237114500,15.700701,0.496266,-4.391081,0.039120
44224,12548015,489345562,2020,11,10,7,37,36,0,-1.071552,2.419924,9.628783,0.012182,-0.004564,0.450393,2.086254,-1.148485,-94.514221,31.316124820,121.237114534,15.701340,0.514007,-4.379763,0.037922
44225,12548115,499345562,2020,11,10,7,37,36,0,-0.865828,2.425745,9.414256,0.021055,-0.009929,0.443430,2.091445,-1.164519,-94.257141,31.316124440,121.237114571,15.701955,0.530833,-4.370548,0.035786
44226,12548215,509345562,2020,11,10,7,37,36,0,-0.868862,2.579606,9.256839,0.019576,0.007955,0.454813,2.098202,-1.173073,-93.995255,31.316124061,121.237114609,15.702517,0.549647,-4.362388,0.032172
44227,12548315,519345562,2020,11,10,7,37,36,0,-0.924014,2.768904,9.468916,0.004547,0.005899,0.461293,2.102899,-1.176131,-93.731857,31.316123683,121.237114650,15.703075,0.571128,-4.353370,0.029716
44228,12548415,529345562,2020,11,10,7,37,36,0,-0.910264,2.786552,9.622940,0.013716,0.006527,0.456531,2.106886,-1.180546,-93.468315,31.316123305,121.237114694,15.703567,0.591419,-4.344022,0.027790
44229,12548515,539345562,2020,11,10,7,37,36,0,-1.084884,2.449265,9.412828,0.012354,0.010682,0.460412,2.108333,-1.186207,-93.199463,31.316122928,121.237114740,15.704052,0.610617,-4.333982,0.026565
44230,12548615,549345562,2020,11,10,7,37,36,0,-0.877799,2.277621,9.413132,0.015674,-0.022715,0.465074,2.112935,-1.197625,-92.931694,31.316122553,121.237114788,15.704540,0.627819,-4.323134,0.024352
44231,12548715,559345562,2020,11,10,7,37,36,0,-0.675376,2.437748,9.366446,0.025409,0.004823,0.459456,2.124526,-1.216151,-92.666382,31.316122178,121.237114838,15.704983,0.644195,-4.315939,0.020665
44232,12548815,569345562,2020,11,10,7,37,36,0,-0.935541,2.660820,9.417423,0.031785,0.027970,0.463089,2.135043,-1.213974,-92.397705,31.316121803,121.237114891,15.705392,0.662198,-4.306941,0.017533
44233,12548915,579345562,2020,11,10,7,37,36,0,-0.958852,2.525749,9.692373,0.030836,0.002348,0.469267,2.145198,-1.212069,-92.125412,31.316121430,121.237114945,15.705735,0.681608,-4.295518,0.016353
44234,12549015,589345562,2020,11,10,7,37,36,0,-0.829543,2.475328,9.659136,0.006167,-0.001700,0.476748,2.154367,-1.228038,-91.852669,31.316121058,121.237115003,15.706149,0.701728,-4.286669,0.017282
44235,12548118,499651562,2020,11,10,7,37,36,0,,,,,,,,,,,,,,,
44236,12549115,599345562,2020,11,10,7,37,36,0,-0.917288,2.406787,9.685719,0.030120,0.009536,0.471132,2.165899,-1.232803,-91.580513,31.316120686,121.237115062,15.706518,0.716829,-4.276616,0.016022
44237,12548118,499651468,2020,11,10,7,37,36,0,,,,,,,,,,,,,,,
44238,12549215,609345468,2020,11,10,7,37,36,0,-0.616651,2.193630,9.764279,0.044171,-0.011019,0.467498,2.178140,-1.244179,-91.308479,31.316120316,121.237115123,15.706898,0.731163,-4.267816,0.016284
44239,12549315,619345468,2020,11,10,7,37,36,0,-0.918794,2.147286,9.556880,0.023115,0.002269,0.472123,2.189022,-1.256343,-91.037323,31.316119661,121.237115233,15.707210,0.760291,-4.253860,0.016892
44240,12549415,629345468,2020,11,10,7,37,36,0,-0.821365,2.867869,9.898695,0.026038,-0.002180,0.476276,2.207211,-1.263498,-90.767998,31.316119286,121.237115285,15.707341,0.778119,-4.244503,0.017743
44241,12549515,639345468,2020,11,10,7,37,36,0,-0.844135,2.729445,9.650256,0.029551,-0.005819,0.477154,2.218285,-1.275911,-90.492989,31.316118912,121.237115339,15.707496,0.795890,-4.235640,0.016975
44242,12549615,649346468,2020,11,10,7,37,36,0,-0.633748,2.261633,9.590268,0.021703,-0.002040,0.479249,2.224753,-1.290831,-90.218185,31.316118539,121.237115395,15.707639,0.812214,-4.227548,0.016132
44243,12549715,659346468,2020,11,10,7,37,36,0,-0.772167,2.397984,9.762874,0.017350,0.025191,0.480444,2.233092,-1.290718,-89.943283,31.316118166,121.237115453,15.707779,0.827721,-4.219852,0.016168
44244,12549815,669346468,2020,11,10,7,37,36,0,-1.099808,2.290747,9.837805,0.028486,0.006489,0.480672,2.242885,-1.290174,-89.666443,31.316117795,121.237115514,15.707913,0.841357,-4.208587,0.016587
44245,12549915,679346468,2020,11,10,7,37,36,0,-0.807124,2.499875,9.855684,0.023682,-0.006266,0.481920,2.253822,-1.302197,-89.391403,31.316117424,121.237115576,15.708061,0.856723,-4.198041,0.017483
44246,12550015,689346468,2020,11,10,7,37,36,0,-0.798513,2.699877,9.888438,0.017364,0.011136,0.489261,2.263662,-1.311869,-89.113579,31.316117055,121.237115640,15.708222,0.874282,-4.189307,0.019345
44247,12550115,699346468,2020,11,10,7,37,36,0,-0.857323,2.291905,9.864200,0.034664,0.002054,0.484461,2.270451,-1.318073,-88.832748,31.316116686,121.237115706,15.708396,0.888322,-4.179029,0.020587
44248,12550215,709346468,2020,11,10,7,37,36,0,-0.949206,2.497342,9.930898,0.014157,0.003069,0.495175,2.278672,-1.326800,-88.550621,31.316116319,121.237115774,15.708579,0.905742,-4.168822,0.023591
44249,12550315,719346468,2020,11,10,7,37,36,0,-0.762494,2.627114,10.017682,0.023646,-0.018644,0.490489,2.287407,-1.344240,-88.270599,31.316115952,121.237115845,15.708809,0.921758,-4.158561,0.025872
44250,12550415,729346468,2020,11,10,7,37,36,0,-1.066185,2.290985,9.772461,0.021371,0.019483,0.491080,2.292531,-1.353841,-87.987526,31.316115587,121.237115917,15.709059,0.936611,-4.148050,0.027304
